,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,state
24,89,2822,2017-06-11,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,VIC
25,64,2596,2017-01-10,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,42145.0,NSW
26,64,2666,2017-04-11,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,NSW
27,19,76,2017-12-23,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,42560.0,QLD
28,72,3368,2017-10-13,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,NSW
29,91,1173,2017-03-15,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0,NSW
30,88,2810,2017-09-05,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37539.0,VIC
31,1,3214,2017-02-18,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,QLD
32,25,1272,2017-03-20,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,QLD
33,99,2003,2017-02-28,True,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,QLD
34,1,2171,2017-08-20,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,NSW
35,92,3356,2017-07-07,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37874.0,VIC
36,14,1040,2017-01-09,False,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,QLD
37,2,2916,2017-12-06,False,Approved,Solex,Standard,medium,medium,71.49,53.62,33549.0,QLD
38,12,427,2017-09-12,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38693.0,NSW
39,1,2448,2017-11-28,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,NSW
40,44,2570,2017-05-08,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,37668.0,QLD
41,79,3398,2017-05-14,False,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,NSW
42,76,488,2017-03-17,False,Cancelled,WeareA2B,Standard,low,medium,642.31,513.85,41922.0,VIC
43,46,165,2017-12-22,False,Approved,Solex,Standard,low,medium,1289.85,74.51,37668.0,NSW
44,55,2787,2017-06-07,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,42172.0,VIC
45,66,3053,2017-06-20,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,NSW
46,35,475,2017-05-07,True,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,VIC
47,81,1305,2017-06-10,True,Approved,Solex,Standard,medium,medium,1151.96,649.49,41009.0,QLD
48,86,1251,2017-06-17,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0,QLD
49,32,3103,2017-05-10,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,QLD
50,77,3108,2017-03-24,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,QLD
51,96,857,2017-11-27,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,39427.0,QLD
52,6,3455,2017-12-21,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,33549.0,QLD
53,27,2549,2017-02-09,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,34527.0,NSW
54,1,3140,2017-09-18,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,NSW
55,47,3406,2017-11-14,False,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,35470.0,NSW
56,94,2294,2017-08-30,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,QLD
57,91,1031,2017-11-14,False,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,QLD
58,93,993,2017-02-15,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,NSW
59,60,3473,2017-12-18,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41848.0,VIC
60,53,1839,2017-02-24,False,Approved,OHM Cycles,Road,high,large,12.01,7.21,34244.0,QLD
61,33,1824,2017-12-18,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,VIC
62,35,368,2017-12-17,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,QLD
63,1,2000,2017-07-08,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,39031.0,NSW
64,28,825,2017-05-16,True,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,42696.0,NSW
65,86,3315,2017-02-23,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,36367.0,VIC
66,2,75,2017-07-03,True,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,NSW
67,4,1498,2017-09-30,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38258.0,NSW
68,38,1612,2017-10-21,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,NSW
69,27,2192,2017-05-06,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,QLD
70,54,419,2017-01-03,False,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,QLD
71,77,3307,2017-05-09,True,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,QLD
72,22,2430,2017-07-23,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,NSW
73,56,1506,2017-01-21,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,NSW
74,58,1346,2017-06-20,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,VIC
75,22,927,2017-03-10,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,33552.0,VIC
76,50,763,2017-06-02,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,NSW
77,80,2397,2017-11-07,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,36145.0,NSW
78,87,102,2017-09-12,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,NSW
79,15,2884,2017-12-16,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,NSW
80,84,759,2017-10-07,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,NSW
81,21,773,2017-04-27,True,Approved,Solex,Standard,medium,large,1071.23,380.74,40670.0,QLD
82,1,3398,2017-04-01,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,37626.0,NSW
83,33,3297,2017-11-02,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,VIC
84,84,2434,2017-02-13,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,QLD
85,1,1861,2017-07-19,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38258.0,NSW
86,27,1233,2017-05-23,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33455.0,NSW
87,31,1390,2017-08-06,False,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,34079.0,VIC
88,53,2682,2017-04-04,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,40303.0,QLD
89,62,439,2017-08-15,True,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,VIC
90,17,1579,2017-04-15,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35160.0,NSW
91,73,2984,2017-07-25,True,Approved,Solex,Standard,medium,medium,1945.43,333.18,36668.0,NSW
92,33,3470,2017-11-28,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36498.0,VIC
93,86,1,2017-12-23,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38482.0,NSW
94,45,757,2017-02-26,False,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,QLD
95,1,1778,2017-02-21,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,40649.0,VIC
96,80,211,2017-05-31,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38339.0,NSW
97,49,333,2017-06-23,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,37823.0,QLD
98,95,32,2017-03-26,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,NSW
99,1,119,2017-07-31,False,Approved,Solex,Standard,medium,medium,478.16,298.72,36146.0,VIC
100,18,2347,2017-07-27,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,NSW
101,4,2353,2017-04-14,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,40649.0,NSW
102,33,788,2017-11-12,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,NSW
103,78,1468,2017-09-12,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,NSW
104,89,821,2017-10-26,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,41434.0,NSW
105,70,2489,2017-02-15,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,NSW
106,79,2710,2017-12-22,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,QLD
107,26,947,2017-10-11,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,VIC
108,39,1335,2017-03-27,True,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38991.0,VIC
109,36,1076,2017-11-04,False,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,NSW
110,1,3320,2017-06-11,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,VIC
111,84,779,2017-10-09,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,NSW
112,98,3296,2017-06-07,True,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,33364.0,NSW
113,75,455,2017-10-24,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873.0,NSW
114,76,1779,2017-05-01,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38482.0,VIC
115,72,2703,2017-11-21,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,40553.0,NSW
116,42,806,2017-03-24,False,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,34071.0,NSW
117,20,22,2017-03-21,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,NSW
118,64,1591,2017-02-20,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647.0,NSW
119,53,678,2017-06-16,False,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,QLD
120,25,50,2017-12-04,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33888.0,NSW
121,24,1038,2017-12-01,True,Approved,Solex,Road,medium,large,1777.8,820.78,34115.0,VIC
122,31,1453,2017-03-05,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,NSW
123,98,1339,2017-03-21,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470.0,VIC
124,22,3382,2017-01-03,True,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,VIC
125,53,773,2017-04-01,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,37823.0,QLD
126,84,2503,2017-03-16,True,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38482.0,NSW
127,25,1057,2017-02-26,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,NSW
128,50,1397,2017-06-05,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295.0,VIC
129,44,2134,2017-09-04,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672.0,VIC
130,96,2403,2017-01-18,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,NSW
131,12,1937,2017-09-28,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216.0,NSW
132,93,1282,2017-09-02,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,37539.0,QLD
133,78,2183,2017-05-09,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,33429.0,QLD
134,84,1788,2017-10-17,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,38859.0,NSW
135,65,1170,2017-04-25,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42105.0,QLD
136,53,431,2017-09-23,False,Approved,OHM Cycles,Standard,medium,medium,1942.61,101.58,35470.0,QLD
137,29,1940,2017-08-02,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,QLD
138,32,2073,2017-03-25,False,Cancelled,Giant Bicycles,Standard,high,medium,1179.0,707.4,36833.0,VIC
139,11,462,2017-01-01,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,42560.0,NSW
140,10,2728,2017-12-22,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,VIC
141,46,2053,2017-12-25,False,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0,QLD
142,60,2135,2017-01-26,True,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41047.0,NSW
143,92,1217,2017-12-20,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,NSW
144,7,2992,2017-06-07,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38693.0,VIC
145,41,3261,2017-04-06,True,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,NSW
146,67,2748,2017-04-25,True,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,NSW
147,14,3262,2017-01-13,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,QLD
148,89,788,2017-03-21,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,NSW
149,9,3067,2017-11-21,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,34586.0,VIC
150,31,701,2017-11-11,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,37698.0,QLD
151,92,648,2017-10-16,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36833.0,QLD
152,37,3286,2017-08-19,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,VIC
153,3,3383,2017-04-06,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784.0,VIC
154,56,982,2017-11-04,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,42404.0,NSW
155,14,676,2017-08-22,True,Approved,Solex,Standard,high,large,1842.92,1105.75,37873.0,NSW
156,6,385,2017-09-15,True,Approved,Solex,Standard,high,medium,748.17,448.9,42105.0,NSW
157,50,1229,2017-03-01,True,Approved,WeareA2B,Standard,medium,small,175.89,131.92,39915.0,NSW
158,10,3232,2017-08-16,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0,VIC
159,1,3300,2017-08-27,False,Approved,Giant Bicycles,Standard,medium,medium,1656.86,954.82,42688.0,NSW
160,69,2381,2017-07-10,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,42105.0,NSW
161,78,371,2017-12-11,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,VIC
162,80,2519,2017-05-20,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226.0,QLD
163,17,2264,2017-07-30,False,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,VIC
164,3,2637,2017-10-25,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573.0,NSW
165,78,3262,2017-11-27,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,QLD
166,90,3177,2017-04-26,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,NSW
167,87,2267,2017-02-02,False,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,QLD
168,97,456,2017-05-02,False,Approved,Solex,Standard,medium,large,202.62,151.96,38002.0,NSW
169,6,404,2017-10-16,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37838.0,NSW
170,100,3121,2017-10-22,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,NSW
171,55,2365,2017-04-11,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,33259.0,QLD
172,100,2528,2017-11-16,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,QLD
173,10,3151,2017-12-17,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,34586.0,QLD
174,25,3241,2017-12-23,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42696.0,QLD
175,74,1335,2017-03-30,True,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,37873.0,VIC
176,90,2234,2017-04-13,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,NSW
177,56,3226,2017-07-25,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,VIC
178,62,1365,2017-01-31,False,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0,VIC
179,20,3349,2017-03-18,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0,VIC
180,17,1002,2017-02-24,False,Approved,Solex,Standard,high,medium,1024.66,614.8,40670.0,VIC
181,16,2282,2017-02-18,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345.0,VIC
182,46,2656,2017-01-07,False,Approved,Solex,Standard,low,medium,1289.85,74.51,41064.0,VIC
183,71,2409,2017-07-05,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,NSW
184,91,1711,2017-11-19,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38193.0,QLD
185,17,2582,2017-11-08,True,Approved,Solex,Standard,high,medium,1024.66,614.8,35378.0,QLD
186,1,1005,2017-07-24,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873.0,NSW
187,3,1597,2017-01-15,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,NSW
188,56,2713,2017-01-12,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,34143.0,NSW
189,37,1435,2017-11-27,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40672.0,NSW
190,34,1477,2017-06-30,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,39526.0,NSW
191,1,1614,2017-07-15,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,NSW
192,12,1254,2017-06-22,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,39880.0,QLD
193,25,1423,2017-05-02,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553.0,NSW
194,81,276,2017-12-27,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,VIC
195,19,1315,2017-12-21,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,36334.0,VIC
196,45,591,2017-05-23,True,Approved,Solex,Standard,medium,medium,441.49,84.99,34071.0,NSW
197,74,1017,2017-02-02,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,NSW
198,33,2123,2017-06-08,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,QLD
199,57,2889,2017-04-15,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143.0,VIC
200,1,3208,2017-09-05,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,VIC
201,23,2406,2017-02-26,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,39031.0,QLD
202,67,2041,2017-07-29,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,NSW
203,81,1598,2017-07-03,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,NSW
204,58,1842,2017-05-27,True,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,NSW
205,5,141,2017-05-05,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,NSW
206,94,1321,2017-09-09,False,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0,QLD
207,51,183,2017-05-21,False,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,NSW
208,59,2591,2017-09-22,False,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,NSW
209,63,3356,2017-04-12,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,33879.0,VIC
210,40,766,2017-05-07,True,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,NSW
211,80,1596,2017-01-13,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647.0,NSW
212,82,520,2017-12-14,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226.0,NSW
213,46,868,2017-03-22,True,Approved,Solex,Standard,low,medium,1289.85,74.51,41009.0,NSW
214,78,2999,2017-09-30,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,42226.0,VIC
215,72,352,2017-11-29,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,QLD
216,75,1140,2017-06-09,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38193.0,NSW
217,40,621,2017-04-21,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,NSW
218,2,3307,2017-11-13,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,QLD
219,10,1502,2017-04-09,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41345.0,NSW
220,35,936,2017-05-08,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,VIC
221,8,939,2017-07-08,True,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,NSW
222,2,2698,2017-11-30,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,NSW
223,69,579,2017-04-25,True,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,NSW
224,54,2036,2017-03-30,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915.0,NSW
225,8,3077,2017-03-10,False,Approved,Solex,Road,medium,small,1703.52,1516.13,34079.0,NSW
226,86,369,2017-03-16,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38482.0,VIC
227,13,821,2017-04-04,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,41345.0,NSW
228,19,2687,2017-03-13,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,NSW
229,86,681,2017-12-23,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,41434.0,NSW
230,46,37,2017-08-12,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,QLD
231,30,3002,2017-08-04,False,Approved,Solex,Standard,high,medium,748.17,448.9,36361.0,NSW
232,92,396,2017-09-01,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,NSW
233,71,550,2017-09-01,True,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,VIC
234,77,1605,2017-07-02,False,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,VIC
235,7,2325,2017-08-31,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698.0,VIC
236,23,1420,2017-03-11,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,NSW
237,12,3099,2017-10-08,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,34586.0,QLD
238,61,1645,2017-10-01,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42145.0,NSW
239,21,546,2017-11-23,False,Approved,Solex,Standard,medium,large,1071.23,380.74,33552.0,NSW
240,86,2885,2017-03-27,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,37626.0,NSW
241,57,2740,2017-12-04,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,36146.0,NSW
242,63,3166,2017-11-13,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,NSW
243,63,3487,2017-12-20,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,VIC
244,33,2890,2017-09-22,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40336.0,NSW
245,98,3370,2017-01-22,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42172.0,NSW
246,15,3393,2017-01-29,True,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,39880.0,NSW
247,57,2410,2017-07-21,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143.0,VIC
248,61,3466,2017-02-10,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,VIC
249,48,1454,2017-11-25,False,Cancelled,WeareA2B,Standard,medium,medium,1762.96,950.52,35470.0,NSW
250,63,1967,2017-04-11,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,42145.0,NSW
251,78,3089,2017-12-03,False,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,41533.0,QLD
252,2,3123,2017-12-30,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,NSW
253,67,2692,2017-07-26,False,Approved,Solex,Standard,medium,large,1071.23,380.74,36334.0,VIC
254,67,2801,2017-04-01,True,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,VIC
